paddington,188,13753485,9483193,13680301,8530718,13741111,13549215,12437511,13575561,13406879,7997431,13480275,12764500,13447288,13388964,10228167,59
paddington,188,13753485,9483193,13680301,8530718,13741111,13549215,12437511,13575561,13406879,7997431,13480275,12764500,13447288,13388964,10228167,59
